Star Rating,Review Text,Word Count
4,Появился новый магазин в шаговой ценовой доступности.,7
4,Отличный магизин,2
4,Большой выбор,2
4,В последнее время очень неплохо.,5
4,Хочу написать об ассортименте магазина пятерочка,6
4,"Вполне себе обычная сеть универсамов, ничем не примечательная!",8
4,Высокое качество обслуживания,3
4,Самый известный магазин,3
4,"лучше, чем ничего",3
4,Неприятно,1
4,"В целом неплохо, но есть куда стремиться",7
4,Можно посещать.,2
4,Постоянно обманывают!,2
4,Не плохой магазин,3
4,"Сойдёт, но вам есть куда расти.",6
4,Хороший магазин,2
4,Работа в Пятёрочке,3
4,Хороший магазин с выгодными товарами,5
4,Неплохо,1
4,Рядом,1
4,"«Молоко» ставят рядом со сгущенкой, такой же расцветки",8
4,Отличный сервис,2
4,"Отличный магазин, но всегда проверяйте чеки",6
4,"В целом все хорошо, поменяйте, пожалуйста,пакеты",6
4,Могут лучше,2
4,"Сеть магазинов сама по себе не плохая, НО",8
4,МСК ул Зарайская нормальная петерочка,5
4,Не плохой магазин среднего класса,5
4,"может быть, лучшая из эконом-класса",5
4,Всегда качественная продукция. Рекомендую.,4
4,Только зелёная хорошая,3
4,Ну такое себе,3
4,Отлично,1
4,Пятерочки города Пскова,3
4,удобный,1
4,Хороший магазин,2
4,Пятерочка,1
4,Мне не очень нравится,4
4,Хороший магазин,2
4,Благоприятное,1
4,Для эконом магазина очень достойный. Всегда есть продукты необходимые.,9
4,Очень рада что появился магазин возле дома.,7
4,Многое в магазине зависит от администратора,6
4,Горячая линия работает отвратительно!,4
4,Хорошее,1
4,Развивается,1
4,Нормально,1
4,Обращения покупателей рассматривают годами,4
4,Хороший магазин с приятными ценами,5
4,"А вы знали, что вашей Выручай-картой от Пятерочки могут расплатиться без вашего ведома?",13
4,Магазин рядом с домом,4
4,Очень прикольно,2
4,"В магазине мало просрочки, что радует. Персонал поможет если его попросить. Приятный дизайн",13
4,"Магазины, ассортимент и сервис лучие в стране.",7
4,"Кратко о ""Пятерочке""",3
4,Хороший магазин и свежие товары,5
4,Нагрели с картой,3
4,Неправильно хранение,2
4,В целом неплохое,3
4,"Не вижу цен ""эконом-класса""",4
4,хороший магазин,2
4,Удобный магазин,2
4,Всё устраивает,2
4,"Доверяй,но проверяй(чек)",2
4,Все ок,2
4,Сойдёт,1
4,Есть много еды,3
4,Лучший персонал!,2
4,"Нормально, но конкуренты лучше",4
4,Цены адекватные но очередь придётся вечером отстоять,7
4,"Неплохой магазинчик, который есть абсолютно везде. Но качество не всегда супер.",11
4,Магазин среднего сегмента,3
4,"Иногда хорошо, иногда нет.",4
4,Оценить можно на 5,4
4,По всякому бывает,3
4,Рядом с домом. Хороший персонал,5
4,Много хороших товаров,3
4,Цены определенно выше,3
4,Хороший магазин,2
4,Вполне достойный сетевой магазин с доступными ценами,7
4,Стандартный для этой сети магазин в центре города.,8
4,Стандартный для этой сети магазин.,5
4,Свежий товар и хороший ассортимент отдельных видов товаров,8
4,Всегда вежливые продавцы к покупателям.,5
4,Смешанное,1
4,Симпатичный магазин стал после ремонта.,5
4,Доставка оперативная,2
4,Нравится магазин,2
4,Неплохой такой магазин,3
4,Хороший магазин,2
4,В целом хороший супермаркет,4
4,Нужный магазин,2
4,Подойдёт если надо срочно что-то купить,6
4,Советую,1
4,"Люблю его, мне всё нравится",5
4,Неплохой супермаркет на каждый день,5
4,"Вроде и хорошо, но в тоже время отвратительно.",8
4,В целом не плохой магазин,5
4,Не плохой магазин,3
4,"Обычная пятёрочка, каких много в нашей стране",7
4,Возле дома,2
4,Магазины рядом с домом,4
4,Списали 7000 бонусов и вернули через два с половиной месяца.,10
4,Абгрейд Пятерочки,2
4,Развивается и улучшается сервис,4
4,Компактный магазин. Хорошее обслуживание.,4
4,"Если нет альтернативы, то можно закупаться в 5ке.",8
4,"Теплая, светлая атмосфера",3
4,Много акций,2
4,"Дёшево, сердито",2
4,"Остался доволен, каждый раз",4
4,Так нормальный,2
4,90% покупок в 5-ке,4
4,"Хорошее разнообразие, качество на уровне",5
4,Пятерочка пятёрочке розня,3
4,"если посещать магазин на свежую голову, то норм",8
4,магазины с неплохим ассортиментом и акциями,6
4,Всегда рядом,2
4,Радует.,1
4,Частый посетитель,2
4,"Бесполезные акции, по которым нет выигрыша!",6
4,"Рядом с домом, бывает выгодно",5
4,"Рядом с домом,пятерочка выручает))",4
4,Каждый магазин воспринимается по - разному.,6
4,Обман с акциями,3
4,Хороший магазин у дома,4
4,Раз на раз не приходится.,5
4,Стандартный дешевый сетевой магазин со своими плюсами и минусами,9
4,Огромный ассортимент товара в целом и по позициям в частности.,10
4,"Магазин ""по пути""",3
4,Хороший магазин,2
4,Рядом с домом,3
4,Неплохой магазин,2
4,Хороший магазин,2
4,Хорошая сеть,2
4,Пишу отзыв с целью привлечь внимание руководства!,7
4,Нормально,1
4,"В формате ""магазин у дома"" вполне устраивает",7
4,Достойный,1
4,хорошая сеть,2
4,В полне приличный магазин,4
4,Неплохой магазин.,2
4,Не советую,2
4,Неплохой магазин,2
4,Хорошая сеть магазинов с небольшими недостатками,6
4,Не плохой магазин.,3
4,Благодарен,1
4,Доступно,1
4,довольно хорошо,2
4,Кому в голову пришло слово Эконом в названии?,8
4,Неплохо,1
4,все магазины разные по качеству,5
4,Мне нравится этот магазин.,4
4,Относительно нормально,2
4,Пятёрочка выручает? :),3
4,Пятёрочка удручает :))),3
4,Впринципе очень даже неплохо,4
4,Магазин рядом с домом,4
4,Все лучше и лучше,4
4,А куда деваться?,3
4,Магазин эконом класса,3
4,"Колхоз ""1 мая"" рулит",4
4,В целом не плохо,4
4,"В целом магазин достойный, рядом с домом, НО",8
4,"В целом хороший магазин, но есть проблемы",7
4,Бюджетный магазин,2
4,Близко к дому,3
4,рядом с домом,3
4,Обиделись и расстроились,3
4,Хорошо,1
4,Global Village мангал-салат,3
4,фокусы с ценниками и ассортиментом,5
4,дешёвый магазин,2
4,Чудесный магазин,2
4,Впечатление от каждого конкретного магазина индивидуально,6
4,"Сеть неплохая, но есть некоторые минусы",6
4,Приветливый персонал,2
4,Очень дёшево и много скидок,5
4,"хороший сетевой магазин, НО, конечно, были и проблемки",8
4,Вполне не плохая сеть магазинов,5
4,"Магазин нормальный, но цены пишут мимо",6
4,Неплохой,1
4,Российский вариант украинского АТБ,4
4,Нормально,1
4,Удовлетворительно,1
4,Пятёрочка выручает),2
4,5 продолжает дурить,3
4,Находится рядом с домом поэтому удобно.,6
4,Жить можно,2
4,Обслуживания может быть лучше.,4
4,Хорошее,1
4,В наше время лучшая сеть,5
4,"Постоянно покупаю товар здесь, хорошее соотношение ""цена-качество""",7
4,Пятерочка Пятерочке рознь.,3
4,Один из лучших магазинов,4
4,"Не супер,но товар нормальный.",4
4,"""Пятёрочка выручает!"" (с)",3
4,Хороший магазин с доступными ценами.,5
4,"Если быть очень внимательным и придирчивым, то получишь выгоду",9
4,Хороший магазин!,2
4,не плохой как только открылся,5
4,хороший магазин,2
4,"Товары норм, а обслуживание - нет",6
4,Норм магазин,2
4,Магазины рядом с домом,4
4,"Куда сбежали баллы, в какие города?",6
4,"Хороший магазин, но надо проверять цены",6
4,"Хороший магазин, реально меняется к лучшему",6
4,Нравится персонал,2
4,Отличный магазин,2
4,Нормально,1
4,Хороший магазины,2
4,В нашем сельпо это лучший магазин,6
4,"Впечатление хорошее, место расположения выбрано хорошо",6
4,"Магазин хороший, но если было больше выбора мороженного(",8
4,Для повседневных покупок хороший магазин.,5
4,Это что-то с чем-то...,4
4,Хорошая сеть,2
4,Хороший магазин,2
4,Хороший сервис,2
4,Прекрасный новый облик,3
4,В целом неплохо.,3
4,Много скидок,2
4,средненько.,1
4,"Рядом с домом, и не нужно тратить нервы на продавцов так как есть кассы самообсуживания",15
4,Хороший магазин,2
4,Возможно один из самых необычных магазинов во всей сети,9
4,Обычный магазин,2
4,Социальный магазин пятёрочка город москва улица красноярская дом 11 неплохой магазин.гольяново метро щёлковская,13
4,"Растущая сеть, в интересах покупателя",5
4,Удобно,1
4,НУ ТАКОЕ...,2
4,отзыв об испорченном настроении,4
4,Магазин нормальный.,2
4,Магазин как магазин,3
4,Перемены к лучшему,3
4,Магазин нормальный.,2
4,Богатый выбор,2
4,"Нравятся акции, согласитесь",3
4,"В целом хороший, востребованный",4
4,Хорошее,1
4,"Много акций, ходить можно",4
4,Неплохо,1
4,Ашимова - новый рабтник,4
4,"Обстановка в магазине хорошая, карантин переживём",6
4,Магазин достойный,2
4,Хороший магазин рядом с домом.,5
4,Общее впечатление приемлемое.,3
4,удобно рядом с домом,4
4,"не судите, не разобравшись.",4
4,Последнее время радует +полезный совет,5
4,"Компактные магазины, для приобретения, в основном, продуктов.",7
4,Продукты по доступным ценам,4
4,"Внешне всё кажется хорошо и красиво, только зачастую товары не соответствуют ценникам.",12
4,Ребрендинг не в пользу клиенту,5
4,Хороший экономичный магазин,3
4,Хорошее обслуживание,2
4,Магазин на твердую четверочку.,4
4,Пятерочки бывают разные,3
4,Хорошее.,1
4,нормально,1
4,"магазин радует приемлимемы ценами ,и обслуживанием продавцов и консультантов ,и конечно же со скидками",14
4,Испорченные товары,2
4,Компактный и уютный,3
4,"Единственный магазин, не считая частного, в котором зачастую ни чего нет.",11
4,Удобный магазин,2
4,Хороший магазин,2
4,Рядом с домом,3
4,"Не отлично, но сойдет",4
4,Все зависит от персонала!,4
4,Удобный формат магазина у дома,5
4,"В целом хорошо, но есть нюансы",6
4,Хороший магазин,2
4,"не плохой магазин, но минусы все же есть.",8
4,Не всегда свежий товар...ну а что вы хотели)),8
4,Эконом вариант,2
4,"Не плохой магазин для России, но не всегда качественное обслуживание.",10
4,Приближённо все продукты на полках свежие,6
4,Каждый день всё лучше и лучше,6
4,Цены ниже. Качество выше,4
4,"Доступные цены, постоянные скидки",4
4,Средний магазин,2
4,"Обвешивают, товары без ценников",4
4,Пятерочка выручает!,2
4,Возле дома - удобно,4
4,Впечатление от магазина спорное,4
4,Очереди,1
4,Бывает и хуже,3
4,Неплохой магазин...,2
4,"ни рыба, ни мясо",4
4,Удобная и экономная,3
4,Просто супер магазин,3
4,Хороший магозин,2
4,"Удивительно, но теперь я люблю этот магазин",7
4,Магазин рядом с домом,4
4,"Много выгодных акций, мало сотрудников.",5
4,Неплохой удобный магазин .,4
4,Нравится магазин,2
4,"Если персонал хороший, то в магазин хочется идти",8
4,Отличный магазин,2
4,Бюджетно,1
4,Магазин с натяжкой,3
4,Так себе магазин,3
4,Всегда все самое свежее,4
4,я там часто бываю,4
4,Во всех пятёрках разные цены,5
4,Требуйте книгу жалоб!,3
4,Ничего особенного,2
4,Хорошая сеть магазинов со своими минусами и плюсами.,8
4,Один из предпочитаемых мной магазинов эконом-класса.,6
4,Сеть Магазинов недалеко от дома,5
4,"Новый магазин,знакомство со стилем работы!",5
4,В общем Неплохо,3
4,"Ярко, чисто",2
4,"Не особо хорошо, но лучше магнита",6
4,Удобней становится,2
4,Нормально,1
4,В целом нормально,3
4,Нормальный магазин,2
4,Постоянные акции,2
4,"Хороший магазин, но",3
4,Низкие цены,2
