"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab2/data_copy_random\6880.text","lab2\data_copy_random\6880.text","1"
"D:/PPLabs/lab2/data_copy_random\2455.text","lab2\data_copy_random\2455.text","1"
"D:/PPLabs/lab2/data_copy_random\1606.text","lab2\data_copy_random\1606.text","1"
"D:/PPLabs/lab2/data_copy_random\8299.text","lab2\data_copy_random\8299.text","1"
"D:/PPLabs/lab2/data_copy_random\719.text","lab2\data_copy_random\719.text","1"
"D:/PPLabs/lab2/data_copy_random\170.text","lab2\data_copy_random\170.text","1"
"D:/PPLabs/lab2/data_copy_random\3807.text","lab2\data_copy_random\3807.text","1"
"D:/PPLabs/lab2/data_copy_random\315.text","lab2\data_copy_random\315.text","1"
"D:/PPLabs/lab2/data_copy_random\159.text","lab2\data_copy_random\159.text","1"
"D:/PPLabs/lab2/data_copy_random\2843.text","lab2\data_copy_random\2843.text","1"
"D:/PPLabs/lab2/data_copy_random\8699.text","lab2\data_copy_random\8699.text","1"
"D:/PPLabs/lab2/data_copy_random\6390.text","lab2\data_copy_random\6390.text","1"
"D:/PPLabs/lab2/data_copy_random\3273.text","lab2\data_copy_random\3273.text","1"
"D:/PPLabs/lab2/data_copy_random\3732.text","lab2\data_copy_random\3732.text","1"
"D:/PPLabs/lab2/data_copy_random\6433.text","lab2\data_copy_random\6433.text","1"
"D:/PPLabs/lab2/data_copy_random\2293.text","lab2\data_copy_random\2293.text","1"
"D:/PPLabs/lab2/data_copy_random\2352.text","lab2\data_copy_random\2352.text","1"
"D:/PPLabs/lab2/data_copy_random\7855.text","lab2\data_copy_random\7855.text","1"
"D:/PPLabs/lab2/data_copy_random\3318.text","lab2\data_copy_random\3318.text","1"
"D:/PPLabs/lab2/data_copy_random\5458.text","lab2\data_copy_random\5458.text","1"
"D:/PPLabs/lab2/data_copy_random\4672.text","lab2\data_copy_random\4672.text","1"
"D:/PPLabs/lab2/data_copy_random\3344.text","lab2\data_copy_random\3344.text","1"
"D:/PPLabs/lab2/data_copy_random\7882.text","lab2\data_copy_random\7882.text","1"
"D:/PPLabs/lab2/data_copy_random\788.text","lab2\data_copy_random\788.text","1"
"D:/PPLabs/lab2/data_copy_random\38.text","lab2\data_copy_random\38.text","1"
"D:/PPLabs/lab2/data_copy_random\4042.text","lab2\data_copy_random\4042.text","1"
"D:/PPLabs/lab2/data_copy_random\2876.text","lab2\data_copy_random\2876.text","1"
"D:/PPLabs/lab2/data_copy_random\2883.text","lab2\data_copy_random\2883.text","1"
"D:/PPLabs/lab2/data_copy_random\4362.text","lab2\data_copy_random\4362.text","1"
"D:/PPLabs/lab2/data_copy_random\9534.text","lab2\data_copy_random\9534.text","1"
"D:/PPLabs/lab2/data_copy_random\860.text","lab2\data_copy_random\860.text","1"
"D:/PPLabs/lab2/data_copy_random\3992.text","lab2\data_copy_random\3992.text","1"
"D:/PPLabs/lab2/data_copy_random\5162.text","lab2\data_copy_random\5162.text","1"
"D:/PPLabs/lab2/data_copy_random\4561.text","lab2\data_copy_random\4561.text","1"
"D:/PPLabs/lab2/data_copy_random\4009.text","lab2\data_copy_random\4009.text","1"
"D:/PPLabs/lab2/data_copy_random\2179.text","lab2\data_copy_random\2179.text","1"
"D:/PPLabs/lab2/data_copy_random\2845.text","lab2\data_copy_random\2845.text","1"
"D:/PPLabs/lab2/data_copy_random\3695.text","lab2\data_copy_random\3695.text","1"
"D:/PPLabs/lab2/data_copy_random\2567.text","lab2\data_copy_random\2567.text","1"
"D:/PPLabs/lab2/data_copy_random\9704.text","lab2\data_copy_random\9704.text","1"
"D:/PPLabs/lab2/data_copy_random\6092.text","lab2\data_copy_random\6092.text","1"
"D:/PPLabs/lab2/data_copy_random\2577.text","lab2\data_copy_random\2577.text","1"
"D:/PPLabs/lab2/data_copy_random\9029.text","lab2\data_copy_random\9029.text","1"
"D:/PPLabs/lab2/data_copy_random\2033.text","lab2\data_copy_random\2033.text","1"
"D:/PPLabs/lab2/data_copy_random\9454.text","lab2\data_copy_random\9454.text","1"
"D:/PPLabs/lab2/data_copy_random\6692.text","lab2\data_copy_random\6692.text","1"
"D:/PPLabs/lab2/data_copy_random\8503.text","lab2\data_copy_random\8503.text","1"
"D:/PPLabs/lab2/data_copy_random\981.text","lab2\data_copy_random\981.text","1"
"D:/PPLabs/lab2/data_copy_random\2637.text","lab2\data_copy_random\2637.text","1"
"D:/PPLabs/lab2/data_copy_random\4759.text","lab2\data_copy_random\4759.text","1"
"D:/PPLabs/lab2/data_copy_random\1212.text","lab2\data_copy_random\1212.text","1"
"D:/PPLabs/lab2/data_copy_random\9812.text","lab2\data_copy_random\9812.text","1"
"D:/PPLabs/lab2/data_copy_random\9177.text","lab2\data_copy_random\9177.text","1"
"D:/PPLabs/lab2/data_copy_random\3896.text","lab2\data_copy_random\3896.text","1"
"D:/PPLabs/lab2/data_copy_random\2872.text","lab2\data_copy_random\2872.text","1"
"D:/PPLabs/lab2/data_copy_random\9728.text","lab2\data_copy_random\9728.text","1"
"D:/PPLabs/lab2/data_copy_random\6090.text","lab2\data_copy_random\6090.text","1"
"D:/PPLabs/lab2/data_copy_random\2545.text","lab2\data_copy_random\2545.text","1"
"D:/PPLabs/lab2/data_copy_random\8125.text","lab2\data_copy_random\8125.text","1"
"D:/PPLabs/lab2/data_copy_random\8831.text","lab2\data_copy_random\8831.text","1"
"D:/PPLabs/lab2/data_copy_random\8844.text","lab2\data_copy_random\8844.text","1"
"D:/PPLabs/lab2/data_copy_random\8519.text","lab2\data_copy_random\8519.text","1"
"D:/PPLabs/lab2/data_copy_random\4721.text","lab2\data_copy_random\4721.text","1"
"D:/PPLabs/lab2/data_copy_random\7431.text","lab2\data_copy_random\7431.text","1"
"D:/PPLabs/lab2/data_copy_random\8902.text","lab2\data_copy_random\8902.text","1"
"D:/PPLabs/lab2/data_copy_random\9677.text","lab2\data_copy_random\9677.text","1"
"D:/PPLabs/lab2/data_copy_random\2224.text","lab2\data_copy_random\2224.text","1"
"D:/PPLabs/lab2/data_copy_random\965.text","lab2\data_copy_random\965.text","1"
"D:/PPLabs/lab2/data_copy_random\1771.text","lab2\data_copy_random\1771.text","1"
"D:/PPLabs/lab2/data_copy_random\9858.text","lab2\data_copy_random\9858.text","1"
"D:/PPLabs/lab2/data_copy_random\7959.text","lab2\data_copy_random\7959.text","1"
"D:/PPLabs/lab2/data_copy_random\9111.text","lab2\data_copy_random\9111.text","1"
"D:/PPLabs/lab2/data_copy_random\5952.text","lab2\data_copy_random\5952.text","1"
"D:/PPLabs/lab2/data_copy_random\9085.text","lab2\data_copy_random\9085.text","1"
"D:/PPLabs/lab2/data_copy_random\3531.text","lab2\data_copy_random\3531.text","1"
"D:/PPLabs/lab2/data_copy_random\3539.text","lab2\data_copy_random\3539.text","1"
"D:/PPLabs/lab2/data_copy_random\2767.text","lab2\data_copy_random\2767.text","1"
"D:/PPLabs/lab2/data_copy_random\826.text","lab2\data_copy_random\826.text","1"
"D:/PPLabs/lab2/data_copy_random\7308.text","lab2\data_copy_random\7308.text","1"
"D:/PPLabs/lab2/data_copy_random\5762.text","lab2\data_copy_random\5762.text","1"
"D:/PPLabs/lab2/data_copy_random\1502.text","lab2\data_copy_random\1502.text","1"
"D:/PPLabs/lab2/data_copy_random\1148.text","lab2\data_copy_random\1148.text","1"
"D:/PPLabs/lab2/data_copy_random\8304.text","lab2\data_copy_random\8304.text","1"
"D:/PPLabs/lab2/data_copy_random\3906.text","lab2\data_copy_random\3906.text","1"
"D:/PPLabs/lab2/data_copy_random\4083.text","lab2\data_copy_random\4083.text","1"
"D:/PPLabs/lab2/data_copy_random\5119.text","lab2\data_copy_random\5119.text","1"
"D:/PPLabs/lab2/data_copy_random\9140.text","lab2\data_copy_random\9140.text","1"
"D:/PPLabs/lab2/data_copy_random\6808.text","lab2\data_copy_random\6808.text","1"
"D:/PPLabs/lab2/data_copy_random\5268.text","lab2\data_copy_random\5268.text","1"
"D:/PPLabs/lab2/data_copy_random\9193.text","lab2\data_copy_random\9193.text","1"
"D:/PPLabs/lab2/data_copy_random\9006.text","lab2\data_copy_random\9006.text","1"
"D:/PPLabs/lab2/data_copy_random\2945.text","lab2\data_copy_random\2945.text","1"
"D:/PPLabs/lab2/data_copy_random\8633.text","lab2\data_copy_random\8633.text","1"
"D:/PPLabs/lab2/data_copy_random\6347.text","lab2\data_copy_random\6347.text","1"
"D:/PPLabs/lab2/data_copy_random\2783.text","lab2\data_copy_random\2783.text","1"
"D:/PPLabs/lab2/data_copy_random\5816.text","lab2\data_copy_random\5816.text","1"
"D:/PPLabs/lab2/data_copy_random\6462.text","lab2\data_copy_random\6462.text","1"
"D:/PPLabs/lab2/data_copy_random\6525.text","lab2\data_copy_random\6525.text","1"
"D:/PPLabs/lab2/data_copy_random\3387.text","lab2\data_copy_random\3387.text","1"
"D:/PPLabs/lab2/data_copy_random\4535.text","lab2\data_copy_random\4535.text","1"
"D:/PPLabs/lab2/data_copy_random\118.text","lab2\data_copy_random\118.text","1"
"D:/PPLabs/lab2/data_copy_random\1073.text","lab2\data_copy_random\1073.text","1"
"D:/PPLabs/lab2/data_copy_random\6219.text","lab2\data_copy_random\6219.text","1"
"D:/PPLabs/lab2/data_copy_random\9294.text","lab2\data_copy_random\9294.text","1"
"D:/PPLabs/lab2/data_copy_random\8814.text","lab2\data_copy_random\8814.text","1"
"D:/PPLabs/lab2/data_copy_random\3235.text","lab2\data_copy_random\3235.text","1"
"D:/PPLabs/lab2/data_copy_random\229.text","lab2\data_copy_random\229.text","1"
"D:/PPLabs/lab2/data_copy_random\7854.text","lab2\data_copy_random\7854.text","1"
"D:/PPLabs/lab2/data_copy_random\394.text","lab2\data_copy_random\394.text","1"
"D:/PPLabs/lab2/data_copy_random\3417.text","lab2\data_copy_random\3417.text","1"
"D:/PPLabs/lab2/data_copy_random\7379.text","lab2\data_copy_random\7379.text","1"
"D:/PPLabs/lab2/data_copy_random\8421.text","lab2\data_copy_random\8421.text","1"
"D:/PPLabs/lab2/data_copy_random\3142.text","lab2\data_copy_random\3142.text","1"
"D:/PPLabs/lab2/data_copy_random\7849.text","lab2\data_copy_random\7849.text","1"
"D:/PPLabs/lab2/data_copy_random\3283.text","lab2\data_copy_random\3283.text","1"
"D:/PPLabs/lab2/data_copy_random\7961.text","lab2\data_copy_random\7961.text","1"
"D:/PPLabs/lab2/data_copy_random\8244.text","lab2\data_copy_random\8244.text","1"
"D:/PPLabs/lab2/data_copy_random\9041.text","lab2\data_copy_random\9041.text","1"
"D:/PPLabs/lab2/data_copy_random\8941.text","lab2\data_copy_random\8941.text","1"
"D:/PPLabs/lab2/data_copy_random\1742.text","lab2\data_copy_random\1742.text","1"
"D:/PPLabs/lab2/data_copy_random\1172.text","lab2\data_copy_random\1172.text","1"
"D:/PPLabs/lab2/data_copy_random\1101.text","lab2\data_copy_random\1101.text","1"
"D:/PPLabs/lab2/data_copy_random\8372.text","lab2\data_copy_random\8372.text","1"
"D:/PPLabs/lab2/data_copy_random\2957.text","lab2\data_copy_random\2957.text","1"
"D:/PPLabs/lab2/data_copy_random\9145.text","lab2\data_copy_random\9145.text","1"
"D:/PPLabs/lab2/data_copy_random\5796.text","lab2\data_copy_random\5796.text","1"
"D:/PPLabs/lab2/data_copy_random\6406.text","lab2\data_copy_random\6406.text","1"
"D:/PPLabs/lab2/data_copy_random\4160.text","lab2\data_copy_random\4160.text","1"
"D:/PPLabs/lab2/data_copy_random\2572.text","lab2\data_copy_random\2572.text","1"
"D:/PPLabs/lab2/data_copy_random\5617.text","lab2\data_copy_random\5617.text","1"
"D:/PPLabs/lab2/data_copy_random\119.text","lab2\data_copy_random\119.text","1"
"D:/PPLabs/lab2/data_copy_random\5618.text","lab2\data_copy_random\5618.text","1"
"D:/PPLabs/lab2/data_copy_random\1629.text","lab2\data_copy_random\1629.text","1"
"D:/PPLabs/lab2/data_copy_random\5613.text","lab2\data_copy_random\5613.text","1"
"D:/PPLabs/lab2/data_copy_random\3515.text","lab2\data_copy_random\3515.text","1"
"D:/PPLabs/lab2/data_copy_random\6607.text","lab2\data_copy_random\6607.text","1"
"D:/PPLabs/lab2/data_copy_random\6790.text","lab2\data_copy_random\6790.text","1"
"D:/PPLabs/lab2/data_copy_random\53.text","lab2\data_copy_random\53.text","1"
"D:/PPLabs/lab2/data_copy_random\7480.text","lab2\data_copy_random\7480.text","1"
"D:/PPLabs/lab2/data_copy_random\9164.text","lab2\data_copy_random\9164.text","1"
"D:/PPLabs/lab2/data_copy_random\6472.text","lab2\data_copy_random\6472.text","1"
"D:/PPLabs/lab2/data_copy_random\633.text","lab2\data_copy_random\633.text","1"
"D:/PPLabs/lab2/data_copy_random\8514.text","lab2\data_copy_random\8514.text","1"
"D:/PPLabs/lab2/data_copy_random\3860.text","lab2\data_copy_random\3860.text","1"
"D:/PPLabs/lab2/data_copy_random\2044.text","lab2\data_copy_random\2044.text","1"
"D:/PPLabs/lab2/data_copy_random\2140.text","lab2\data_copy_random\2140.text","1"
"D:/PPLabs/lab2/data_copy_random\3191.text","lab2\data_copy_random\3191.text","1"
"D:/PPLabs/lab2/data_copy_random\5834.text","lab2\data_copy_random\5834.text","1"
"D:/PPLabs/lab2/data_copy_random\1602.text","lab2\data_copy_random\1602.text","1"
"D:/PPLabs/lab2/data_copy_random\8839.text","lab2\data_copy_random\8839.text","1"
"D:/PPLabs/lab2/data_copy_random\7843.text","lab2\data_copy_random\7843.text","1"
"D:/PPLabs/lab2/data_copy_random\7494.text","lab2\data_copy_random\7494.text","1"
"D:/PPLabs/lab2/data_copy_random\8318.text","lab2\data_copy_random\8318.text","1"
"D:/PPLabs/lab2/data_copy_random\5345.text","lab2\data_copy_random\5345.text","1"
"D:/PPLabs/lab2/data_copy_random\2836.text","lab2\data_copy_random\2836.text","1"
"D:/PPLabs/lab2/data_copy_random\7987.text","lab2\data_copy_random\7987.text","1"
"D:/PPLabs/lab2/data_copy_random\5497.text","lab2\data_copy_random\5497.text","1"
"D:/PPLabs/lab2/data_copy_random\782.text","lab2\data_copy_random\782.text","1"
"D:/PPLabs/lab2/data_copy_random\745.text","lab2\data_copy_random\745.text","1"
"D:/PPLabs/lab2/data_copy_random\7140.text","lab2\data_copy_random\7140.text","1"
"D:/PPLabs/lab2/data_copy_random\1603.text","lab2\data_copy_random\1603.text","1"
"D:/PPLabs/lab2/data_copy_random\6033.text","lab2\data_copy_random\6033.text","1"
"D:/PPLabs/lab2/data_copy_random\5704.text","lab2\data_copy_random\5704.text","1"
"D:/PPLabs/lab2/data_copy_random\6212.text","lab2\data_copy_random\6212.text","1"
"D:/PPLabs/lab2/data_copy_random\6466.text","lab2\data_copy_random\6466.text","1"
"D:/PPLabs/lab2/data_copy_random\5553.text","lab2\data_copy_random\5553.text","1"
"D:/PPLabs/lab2/data_copy_random\5635.text","lab2\data_copy_random\5635.text","1"
"D:/PPLabs/lab2/data_copy_random\8214.text","lab2\data_copy_random\8214.text","1"
"D:/PPLabs/lab2/data_copy_random\5403.text","lab2\data_copy_random\5403.text","1"
"D:/PPLabs/lab2/data_copy_random\3711.text","lab2\data_copy_random\3711.text","1"
"D:/PPLabs/lab2/data_copy_random\1089.text","lab2\data_copy_random\1089.text","1"
"D:/PPLabs/lab2/data_copy_random\8689.text","lab2\data_copy_random\8689.text","1"
"D:/PPLabs/lab2/data_copy_random\6245.text","lab2\data_copy_random\6245.text","1"
"D:/PPLabs/lab2/data_copy_random\7340.text","lab2\data_copy_random\7340.text","1"
"D:/PPLabs/lab2/data_copy_random\1789.text","lab2\data_copy_random\1789.text","1"
"D:/PPLabs/lab2/data_copy_random\8076.text","lab2\data_copy_random\8076.text","1"
"D:/PPLabs/lab2/data_copy_random\8759.text","lab2\data_copy_random\8759.text","1"
"D:/PPLabs/lab2/data_copy_random\6477.text","lab2\data_copy_random\6477.text","1"
"D:/PPLabs/lab2/data_copy_random\5094.text","lab2\data_copy_random\5094.text","1"
"D:/PPLabs/lab2/data_copy_random\2063.text","lab2\data_copy_random\2063.text","1"
"D:/PPLabs/lab2/data_copy_random\2648.text","lab2\data_copy_random\2648.text","1"
"D:/PPLabs/lab2/data_copy_random\410.text","lab2\data_copy_random\410.text","1"
"D:/PPLabs/lab2/data_copy_random\8232.text","lab2\data_copy_random\8232.text","1"
"D:/PPLabs/lab2/data_copy_random\1782.text","lab2\data_copy_random\1782.text","1"
"D:/PPLabs/lab2/data_copy_random\7608.text","lab2\data_copy_random\7608.text","1"
"D:/PPLabs/lab2/data_copy_random\5462.text","lab2\data_copy_random\5462.text","1"
"D:/PPLabs/lab2/data_copy_random\907.text","lab2\data_copy_random\907.text","1"
"D:/PPLabs/lab2/data_copy_random\6609.text","lab2\data_copy_random\6609.text","1"
"D:/PPLabs/lab2/data_copy_random\6860.text","lab2\data_copy_random\6860.text","1"
"D:/PPLabs/lab2/data_copy_random\9217.text","lab2\data_copy_random\9217.text","1"
"D:/PPLabs/lab2/data_copy_random\8390.text","lab2\data_copy_random\8390.text","1"
"D:/PPLabs/lab2/data_copy_random\1925.text","lab2\data_copy_random\1925.text","1"
"D:/PPLabs/lab2/data_copy_random\399.text","lab2\data_copy_random\399.text","1"
"D:/PPLabs/lab2/data_copy_random\1649.text","lab2\data_copy_random\1649.text","1"
"D:/PPLabs/lab2/data_copy_random\1936.text","lab2\data_copy_random\1936.text","1"
"D:/PPLabs/lab2/data_copy_random\6704.text","lab2\data_copy_random\6704.text","1"
"D:/PPLabs/lab2/data_copy_random\1217.text","lab2\data_copy_random\1217.text","1"
"D:/PPLabs/lab2/data_copy_random\5549.text","lab2\data_copy_random\5549.text","1"
"D:/PPLabs/lab2/data_copy_random\6831.text","lab2\data_copy_random\6831.text","1"
"D:/PPLabs/lab2/data_copy_random\8230.text","lab2\data_copy_random\8230.text","1"
"D:/PPLabs/lab2/data_copy_random\9251.text","lab2\data_copy_random\9251.text","1"
"D:/PPLabs/lab2/data_copy_random\1565.text","lab2\data_copy_random\1565.text","1"
"D:/PPLabs/lab2/data_copy_random\9461.text","lab2\data_copy_random\9461.text","1"
"D:/PPLabs/lab2/data_copy_random\5915.text","lab2\data_copy_random\5915.text","1"
"D:/PPLabs/lab2/data_copy_random\93.text","lab2\data_copy_random\93.text","1"
"D:/PPLabs/lab2/data_copy_random\7847.text","lab2\data_copy_random\7847.text","1"
"D:/PPLabs/lab2/data_copy_random\590.text","lab2\data_copy_random\590.text","1"
"D:/PPLabs/lab2/data_copy_random\2059.text","lab2\data_copy_random\2059.text","1"
"D:/PPLabs/lab2/data_copy_random\4801.text","lab2\data_copy_random\4801.text","1"
"D:/PPLabs/lab2/data_copy_random\72.text","lab2\data_copy_random\72.text","1"
"D:/PPLabs/lab2/data_copy_random\5675.text","lab2\data_copy_random\5675.text","1"
"D:/PPLabs/lab2/data_copy_random\2361.text","lab2\data_copy_random\2361.text","1"
"D:/PPLabs/lab2/data_copy_random\6049.text","lab2\data_copy_random\6049.text","1"
"D:/PPLabs/lab2/data_copy_random\214.text","lab2\data_copy_random\214.text","1"
"D:/PPLabs/lab2/data_copy_random\7261.text","lab2\data_copy_random\7261.text","1"
"D:/PPLabs/lab2/data_copy_random\1227.text","lab2\data_copy_random\1227.text","1"
"D:/PPLabs/lab2/data_copy_random\3507.text","lab2\data_copy_random\3507.text","1"
"D:/PPLabs/lab2/data_copy_random\8062.text","lab2\data_copy_random\8062.text","1"
"D:/PPLabs/lab2/data_copy_random\382.text","lab2\data_copy_random\382.text","1"
"D:/PPLabs/lab2/data_copy_random\5451.text","lab2\data_copy_random\5451.text","1"
"D:/PPLabs/lab2/data_copy_random\7147.text","lab2\data_copy_random\7147.text","1"
"D:/PPLabs/lab2/data_copy_random\9810.text","lab2\data_copy_random\9810.text","1"
"D:/PPLabs/lab2/data_copy_random\1850.text","lab2\data_copy_random\1850.text","1"
"D:/PPLabs/lab2/data_copy_random\350.text","lab2\data_copy_random\350.text","1"
"D:/PPLabs/lab2/data_copy_random\3254.text","lab2\data_copy_random\3254.text","1"
"D:/PPLabs/lab2/data_copy_random\8145.text","lab2\data_copy_random\8145.text","1"
"D:/PPLabs/lab2/data_copy_random\137.text","lab2\data_copy_random\137.text","1"
"D:/PPLabs/lab2/data_copy_random\2655.text","lab2\data_copy_random\2655.text","1"
"D:/PPLabs/lab2/data_copy_random\803.text","lab2\data_copy_random\803.text","1"
"D:/PPLabs/lab2/data_copy_random\9773.text","lab2\data_copy_random\9773.text","1"
"D:/PPLabs/lab2/data_copy_random\7198.text","lab2\data_copy_random\7198.text","1"
"D:/PPLabs/lab2/data_copy_random\2082.text","lab2\data_copy_random\2082.text","1"
"D:/PPLabs/lab2/data_copy_random\3963.text","lab2\data_copy_random\3963.text","1"
"D:/PPLabs/lab2/data_copy_random\2406.text","lab2\data_copy_random\2406.text","1"
"D:/PPLabs/lab2/data_copy_random\2105.text","lab2\data_copy_random\2105.text","1"
"D:/PPLabs/lab2/data_copy_random\5615.text","lab2\data_copy_random\5615.text","1"
"D:/PPLabs/lab2/data_copy_random\225.text","lab2\data_copy_random\225.text","1"
"D:/PPLabs/lab2/data_copy_random\5373.text","lab2\data_copy_random\5373.text","1"
"D:/PPLabs/lab2/data_copy_random\4554.text","lab2\data_copy_random\4554.text","1"
"D:/PPLabs/lab2/data_copy_random\5046.text","lab2\data_copy_random\5046.text","1"
"D:/PPLabs/lab2/data_copy_random\923.text","lab2\data_copy_random\923.text","1"
"D:/PPLabs/lab2/data_copy_random\2322.text","lab2\data_copy_random\2322.text","1"
"D:/PPLabs/lab2/data_copy_random\4908.text","lab2\data_copy_random\4908.text","1"
"D:/PPLabs/lab2/data_copy_random\2927.text","lab2\data_copy_random\2927.text","1"
"D:/PPLabs/lab2/data_copy_random\6557.text","lab2\data_copy_random\6557.text","1"
"D:/PPLabs/lab2/data_copy_random\4337.text","lab2\data_copy_random\4337.text","1"
"D:/PPLabs/lab2/data_copy_random\4625.text","lab2\data_copy_random\4625.text","1"
"D:/PPLabs/lab2/data_copy_random\7499.text","lab2\data_copy_random\7499.text","1"
"D:/PPLabs/lab2/data_copy_random\1762.text","lab2\data_copy_random\1762.text","1"
"D:/PPLabs/lab2/data_copy_random\3549.text","lab2\data_copy_random\3549.text","1"
"D:/PPLabs/lab2/data_copy_random\3339.text","lab2\data_copy_random\3339.text","1"
"D:/PPLabs/lab2/data_copy_random\5697.text","lab2\data_copy_random\5697.text","1"
"D:/PPLabs/lab2/data_copy_random\4657.text","lab2\data_copy_random\4657.text","1"
"D:/PPLabs/lab2/data_copy_random\7818.text","lab2\data_copy_random\7818.text","1"
"D:/PPLabs/lab2/data_copy_random\8407.text","lab2\data_copy_random\8407.text","1"
"D:/PPLabs/lab2/data_copy_random\3869.text","lab2\data_copy_random\3869.text","1"
"D:/PPLabs/lab2/data_copy_random\2800.text","lab2\data_copy_random\2800.text","1"
"D:/PPLabs/lab2/data_copy_random\3434.text","lab2\data_copy_random\3434.text","1"
"D:/PPLabs/lab2/data_copy_random\7286.text","lab2\data_copy_random\7286.text","1"
"D:/PPLabs/lab2/data_copy_random\36.text","lab2\data_copy_random\36.text","1"
"D:/PPLabs/lab2/data_copy_random\5616.text","lab2\data_copy_random\5616.text","1"
"D:/PPLabs/lab2/data_copy_random\1283.text","lab2\data_copy_random\1283.text","1"
"D:/PPLabs/lab2/data_copy_random\7567.text","lab2\data_copy_random\7567.text","1"
"D:/PPLabs/lab2/data_copy_random\729.text","lab2\data_copy_random\729.text","1"
"D:/PPLabs/lab2/data_copy_random\2183.text","lab2\data_copy_random\2183.text","1"
"D:/PPLabs/lab2/data_copy_random\6529.text","lab2\data_copy_random\6529.text","1"
"D:/PPLabs/lab2/data_copy_random\148.text","lab2\data_copy_random\148.text","1"
"D:/PPLabs/lab2/data_copy_random\8966.text","lab2\data_copy_random\8966.text","1"
"D:/PPLabs/lab2/data_copy_random\1269.text","lab2\data_copy_random\1269.text","1"
"D:/PPLabs/lab2/data_copy_random\7050.text","lab2\data_copy_random\7050.text","1"
"D:/PPLabs/lab2/data_copy_random\4997.text","lab2\data_copy_random\4997.text","1"
"D:/PPLabs/lab2/data_copy_random\6842.text","lab2\data_copy_random\6842.text","1"
"D:/PPLabs/lab2/data_copy_random\3590.text","lab2\data_copy_random\3590.text","1"
"D:/PPLabs/lab2/data_copy_random\6422.text","lab2\data_copy_random\6422.text","1"
"D:/PPLabs/lab2/data_copy_random\1143.text","lab2\data_copy_random\1143.text","1"
"D:/PPLabs/lab2/data_copy_random\9310.text","lab2\data_copy_random\9310.text","1"
"D:/PPLabs/lab2/data_copy_random\9025.text","lab2\data_copy_random\9025.text","1"
"D:/PPLabs/lab2/data_copy_random\2493.text","lab2\data_copy_random\2493.text","1"
"D:/PPLabs/lab2/data_copy_random\4413.text","lab2\data_copy_random\4413.text","1"
"D:/PPLabs/lab2/data_copy_random\8869.text","lab2\data_copy_random\8869.text","1"
