"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab1/dataset\1\0038.txt","lab1\dataset\1\0038.txt","1"
"D:/PPLabs/lab1/dataset\1\0039.txt","lab1\dataset\1\0039.txt","1"
"D:/PPLabs/lab1/dataset\1\0040.txt","lab1\dataset\1\0040.txt","1"
"D:/PPLabs/lab1/dataset\1\0041.txt","lab1\dataset\1\0041.txt","1"
"D:/PPLabs/lab1/dataset\1\0042.txt","lab1\dataset\1\0042.txt","1"
"D:/PPLabs/lab1/dataset\1\0043.txt","lab1\dataset\1\0043.txt","1"
"D:/PPLabs/lab1/dataset\1\0044.txt","lab1\dataset\1\0044.txt","1"
"D:/PPLabs/lab1/dataset\1\0045.txt","lab1\dataset\1\0045.txt","1"
"D:/PPLabs/lab1/dataset\1\0046.txt","lab1\dataset\1\0046.txt","1"
"D:/PPLabs/lab1/dataset\1\0047.txt","lab1\dataset\1\0047.txt","1"
"D:/PPLabs/lab1/dataset\1\0048.txt","lab1\dataset\1\0048.txt","1"
"D:/PPLabs/lab1/dataset\1\0049.txt","lab1\dataset\1\0049.txt","1"
"D:/PPLabs/lab1/dataset\1\0050.txt","lab1\dataset\1\0050.txt","1"
"D:/PPLabs/lab1/dataset\1\0051.txt","lab1\dataset\1\0051.txt","1"
"D:/PPLabs/lab1/dataset\1\0052.txt","lab1\dataset\1\0052.txt","1"
"D:/PPLabs/lab1/dataset\1\0053.txt","lab1\dataset\1\0053.txt","1"
"D:/PPLabs/lab1/dataset\1\0054.txt","lab1\dataset\1\0054.txt","1"
"D:/PPLabs/lab1/dataset\1\0055.txt","lab1\dataset\1\0055.txt","1"
"D:/PPLabs/lab1/dataset\1\0056.txt","lab1\dataset\1\0056.txt","1"
"D:/PPLabs/lab1/dataset\1\0057.txt","lab1\dataset\1\0057.txt","1"
"D:/PPLabs/lab1/dataset\1\0058.txt","lab1\dataset\1\0058.txt","1"
"D:/PPLabs/lab1/dataset\1\0059.txt","lab1\dataset\1\0059.txt","1"
"D:/PPLabs/lab1/dataset\1\0060.txt","lab1\dataset\1\0060.txt","1"
"D:/PPLabs/lab1/dataset\1\0061.txt","lab1\dataset\1\0061.txt","1"
"D:/PPLabs/lab1/dataset\1\0062.txt","lab1\dataset\1\0062.txt","1"
"D:/PPLabs/lab1/dataset\1\0063.txt","lab1\dataset\1\0063.txt","1"
"D:/PPLabs/lab1/dataset\1\0064.txt","lab1\dataset\1\0064.txt","1"
"D:/PPLabs/lab1/dataset\1\0065.txt","lab1\dataset\1\0065.txt","1"
"D:/PPLabs/lab1/dataset\1\0066.txt","lab1\dataset\1\0066.txt","1"
"D:/PPLabs/lab1/dataset\1\0067.txt","lab1\dataset\1\0067.txt","1"
"D:/PPLabs/lab1/dataset\1\0068.txt","lab1\dataset\1\0068.txt","1"
"D:/PPLabs/lab1/dataset\1\0069.txt","lab1\dataset\1\0069.txt","1"
"D:/PPLabs/lab1/dataset\1\0070.txt","lab1\dataset\1\0070.txt","1"
"D:/PPLabs/lab1/dataset\1\0071.txt","lab1\dataset\1\0071.txt","1"
"D:/PPLabs/lab1/dataset\1\0072.txt","lab1\dataset\1\0072.txt","1"
"D:/PPLabs/lab1/dataset\1\0073.txt","lab1\dataset\1\0073.txt","1"
"D:/PPLabs/lab1/dataset\1\0074.txt","lab1\dataset\1\0074.txt","1"
"D:/PPLabs/lab1/dataset\1\0075.txt","lab1\dataset\1\0075.txt","1"
"D:/PPLabs/lab1/dataset\1\0076.txt","lab1\dataset\1\0076.txt","1"
"D:/PPLabs/lab1/dataset\1\0077.txt","lab1\dataset\1\0077.txt","1"
"D:/PPLabs/lab1/dataset\1\0078.txt","lab1\dataset\1\0078.txt","1"
"D:/PPLabs/lab1/dataset\1\0079.txt","lab1\dataset\1\0079.txt","1"
"D:/PPLabs/lab1/dataset\1\0080.txt","lab1\dataset\1\0080.txt","1"
"D:/PPLabs/lab1/dataset\1\0081.txt","lab1\dataset\1\0081.txt","1"
"D:/PPLabs/lab1/dataset\1\0082.txt","lab1\dataset\1\0082.txt","1"
"D:/PPLabs/lab1/dataset\1\0083.txt","lab1\dataset\1\0083.txt","1"
"D:/PPLabs/lab1/dataset\1\0084.txt","lab1\dataset\1\0084.txt","1"
"D:/PPLabs/lab1/dataset\1\0085.txt","lab1\dataset\1\0085.txt","1"
"D:/PPLabs/lab1/dataset\1\0086.txt","lab1\dataset\1\0086.txt","1"
"D:/PPLabs/lab1/dataset\1\0087.txt","lab1\dataset\1\0087.txt","1"
"D:/PPLabs/lab1/dataset\1\0088.txt","lab1\dataset\1\0088.txt","1"
"D:/PPLabs/lab1/dataset\1\0089.txt","lab1\dataset\1\0089.txt","1"
"D:/PPLabs/lab1/dataset\1\0090.txt","lab1\dataset\1\0090.txt","1"
"D:/PPLabs/lab1/dataset\1\0091.txt","lab1\dataset\1\0091.txt","1"
"D:/PPLabs/lab1/dataset\1\0092.txt","lab1\dataset\1\0092.txt","1"
"D:/PPLabs/lab1/dataset\1\0093.txt","lab1\dataset\1\0093.txt","1"
"D:/PPLabs/lab1/dataset\1\0094.txt","lab1\dataset\1\0094.txt","1"
"D:/PPLabs/lab1/dataset\1\0095.txt","lab1\dataset\1\0095.txt","1"
"D:/PPLabs/lab1/dataset\1\0096.txt","lab1\dataset\1\0096.txt","1"
"D:/PPLabs/lab1/dataset\1\0097.txt","lab1\dataset\1\0097.txt","1"
"D:/PPLabs/lab1/dataset\1\0098.txt","lab1\dataset\1\0098.txt","1"
"D:/PPLabs/lab1/dataset\1\0099.txt","lab1\dataset\1\0099.txt","1"
"D:/PPLabs/lab1/dataset\1\0100.txt","lab1\dataset\1\0100.txt","1"
"D:/PPLabs/lab1/dataset\1\0101.txt","lab1\dataset\1\0101.txt","1"
"D:/PPLabs/lab1/dataset\1\0102.txt","lab1\dataset\1\0102.txt","1"
"D:/PPLabs/lab1/dataset\1\0103.txt","lab1\dataset\1\0103.txt","1"
"D:/PPLabs/lab1/dataset\1\0104.txt","lab1\dataset\1\0104.txt","1"
"D:/PPLabs/lab1/dataset\1\0105.txt","lab1\dataset\1\0105.txt","1"
"D:/PPLabs/lab1/dataset\1\0106.txt","lab1\dataset\1\0106.txt","1"
"D:/PPLabs/lab1/dataset\1\0107.txt","lab1\dataset\1\0107.txt","1"
"D:/PPLabs/lab1/dataset\1\0108.txt","lab1\dataset\1\0108.txt","1"
"D:/PPLabs/lab1/dataset\1\0109.txt","lab1\dataset\1\0109.txt","1"
"D:/PPLabs/lab1/dataset\1\0110.txt","lab1\dataset\1\0110.txt","1"
"D:/PPLabs/lab1/dataset\1\0111.txt","lab1\dataset\1\0111.txt","1"
"D:/PPLabs/lab1/dataset\1\0112.txt","lab1\dataset\1\0112.txt","1"
"D:/PPLabs/lab1/dataset\1\0113.txt","lab1\dataset\1\0113.txt","1"
"D:/PPLabs/lab1/dataset\1\0114.txt","lab1\dataset\1\0114.txt","1"
"D:/PPLabs/lab1/dataset\1\0115.txt","lab1\dataset\1\0115.txt","1"
"D:/PPLabs/lab1/dataset\1\0116.txt","lab1\dataset\1\0116.txt","1"
"D:/PPLabs/lab1/dataset\1\0117.txt","lab1\dataset\1\0117.txt","1"
"D:/PPLabs/lab1/dataset\1\0118.txt","lab1\dataset\1\0118.txt","1"
"D:/PPLabs/lab1/dataset\1\0119.txt","lab1\dataset\1\0119.txt","1"
"D:/PPLabs/lab1/dataset\1\0120.txt","lab1\dataset\1\0120.txt","1"
"D:/PPLabs/lab1/dataset\1\0121.txt","lab1\dataset\1\0121.txt","1"
"D:/PPLabs/lab1/dataset\1\0122.txt","lab1\dataset\1\0122.txt","1"
"D:/PPLabs/lab1/dataset\1\0123.txt","lab1\dataset\1\0123.txt","1"
"D:/PPLabs/lab1/dataset\1\0124.txt","lab1\dataset\1\0124.txt","1"
"D:/PPLabs/lab1/dataset\1\0125.txt","lab1\dataset\1\0125.txt","1"
"D:/PPLabs/lab1/dataset\1\0126.txt","lab1\dataset\1\0126.txt","1"
"D:/PPLabs/lab1/dataset\1\0127.txt","lab1\dataset\1\0127.txt","1"
"D:/PPLabs/lab1/dataset\1\0128.txt","lab1\dataset\1\0128.txt","1"
"D:/PPLabs/lab1/dataset\1\0129.txt","lab1\dataset\1\0129.txt","1"
"D:/PPLabs/lab1/dataset\1\0130.txt","lab1\dataset\1\0130.txt","1"
"D:/PPLabs/lab1/dataset\1\0131.txt","lab1\dataset\1\0131.txt","1"
"D:/PPLabs/lab1/dataset\1\0132.txt","lab1\dataset\1\0132.txt","1"
"D:/PPLabs/lab1/dataset\1\0133.txt","lab1\dataset\1\0133.txt","1"
"D:/PPLabs/lab1/dataset\1\0134.txt","lab1\dataset\1\0134.txt","1"
"D:/PPLabs/lab1/dataset\1\0135.txt","lab1\dataset\1\0135.txt","1"
"D:/PPLabs/lab1/dataset\1\0136.txt","lab1\dataset\1\0136.txt","1"
"D:/PPLabs/lab1/dataset\1\0137.txt","lab1\dataset\1\0137.txt","1"
"D:/PPLabs/lab1/dataset\1\0138.txt","lab1\dataset\1\0138.txt","1"
"D:/PPLabs/lab1/dataset\1\0139.txt","lab1\dataset\1\0139.txt","1"
"D:/PPLabs/lab1/dataset\1\0140.txt","lab1\dataset\1\0140.txt","1"
"D:/PPLabs/lab1/dataset\1\0141.txt","lab1\dataset\1\0141.txt","1"
"D:/PPLabs/lab1/dataset\1\0142.txt","lab1\dataset\1\0142.txt","1"
"D:/PPLabs/lab1/dataset\1\0143.txt","lab1\dataset\1\0143.txt","1"
"D:/PPLabs/lab1/dataset\1\0144.txt","lab1\dataset\1\0144.txt","1"
"D:/PPLabs/lab1/dataset\1\0145.txt","lab1\dataset\1\0145.txt","1"
"D:/PPLabs/lab1/dataset\1\0146.txt","lab1\dataset\1\0146.txt","1"
"D:/PPLabs/lab1/dataset\1\0147.txt","lab1\dataset\1\0147.txt","1"
"D:/PPLabs/lab1/dataset\1\0148.txt","lab1\dataset\1\0148.txt","1"
"D:/PPLabs/lab1/dataset\1\0149.txt","lab1\dataset\1\0149.txt","1"
"D:/PPLabs/lab1/dataset\1\0150.txt","lab1\dataset\1\0150.txt","1"
"D:/PPLabs/lab1/dataset\1\0151.txt","lab1\dataset\1\0151.txt","1"
"D:/PPLabs/lab1/dataset\1\0152.txt","lab1\dataset\1\0152.txt","1"
"D:/PPLabs/lab1/dataset\1\0153.txt","lab1\dataset\1\0153.txt","1"
"D:/PPLabs/lab1/dataset\1\0154.txt","lab1\dataset\1\0154.txt","1"
"D:/PPLabs/lab1/dataset\1\0155.txt","lab1\dataset\1\0155.txt","1"
"D:/PPLabs/lab1/dataset\1\0156.txt","lab1\dataset\1\0156.txt","1"
"D:/PPLabs/lab1/dataset\1\0157.txt","lab1\dataset\1\0157.txt","1"
"D:/PPLabs/lab1/dataset\1\0158.txt","lab1\dataset\1\0158.txt","1"
"D:/PPLabs/lab1/dataset\1\0159.txt","lab1\dataset\1\0159.txt","1"
"D:/PPLabs/lab1/dataset\1\0160.txt","lab1\dataset\1\0160.txt","1"
"D:/PPLabs/lab1/dataset\1\0161.txt","lab1\dataset\1\0161.txt","1"
"D:/PPLabs/lab1/dataset\1\0162.txt","lab1\dataset\1\0162.txt","1"
"D:/PPLabs/lab1/dataset\1\0163.txt","lab1\dataset\1\0163.txt","1"
"D:/PPLabs/lab1/dataset\1\0164.txt","lab1\dataset\1\0164.txt","1"
"D:/PPLabs/lab1/dataset\1\0165.txt","lab1\dataset\1\0165.txt","1"
"D:/PPLabs/lab1/dataset\1\0166.txt","lab1\dataset\1\0166.txt","1"
"D:/PPLabs/lab1/dataset\1\0167.txt","lab1\dataset\1\0167.txt","1"
"D:/PPLabs/lab1/dataset\1\0168.txt","lab1\dataset\1\0168.txt","1"
"D:/PPLabs/lab1/dataset\1\0169.txt","lab1\dataset\1\0169.txt","1"
"D:/PPLabs/lab1/dataset\1\0170.txt","lab1\dataset\1\0170.txt","1"
"D:/PPLabs/lab1/dataset\1\0171.txt","lab1\dataset\1\0171.txt","1"
"D:/PPLabs/lab1/dataset\1\0172.txt","lab1\dataset\1\0172.txt","1"
"D:/PPLabs/lab1/dataset\1\0173.txt","lab1\dataset\1\0173.txt","1"
"D:/PPLabs/lab1/dataset\1\0174.txt","lab1\dataset\1\0174.txt","1"
"D:/PPLabs/lab1/dataset\1\0175.txt","lab1\dataset\1\0175.txt","1"
"D:/PPLabs/lab1/dataset\1\0176.txt","lab1\dataset\1\0176.txt","1"
"D:/PPLabs/lab1/dataset\1\0177.txt","lab1\dataset\1\0177.txt","1"
"D:/PPLabs/lab1/dataset\1\0178.txt","lab1\dataset\1\0178.txt","1"
"D:/PPLabs/lab1/dataset\1\0179.txt","lab1\dataset\1\0179.txt","1"
"D:/PPLabs/lab1/dataset\1\0180.txt","lab1\dataset\1\0180.txt","1"
"D:/PPLabs/lab1/dataset\1\0181.txt","lab1\dataset\1\0181.txt","1"
"D:/PPLabs/lab1/dataset\1\0182.txt","lab1\dataset\1\0182.txt","1"
"D:/PPLabs/lab1/dataset\1\0183.txt","lab1\dataset\1\0183.txt","1"
"D:/PPLabs/lab1/dataset\1\0184.txt","lab1\dataset\1\0184.txt","1"
"D:/PPLabs/lab1/dataset\1\0185.txt","lab1\dataset\1\0185.txt","1"
"D:/PPLabs/lab1/dataset\1\0186.txt","lab1\dataset\1\0186.txt","1"
"D:/PPLabs/lab1/dataset\1\0187.txt","lab1\dataset\1\0187.txt","1"
"D:/PPLabs/lab1/dataset\1\0188.txt","lab1\dataset\1\0188.txt","1"
"D:/PPLabs/lab1/dataset\1\0189.txt","lab1\dataset\1\0189.txt","1"
"D:/PPLabs/lab1/dataset\1\0190.txt","lab1\dataset\1\0190.txt","1"
"D:/PPLabs/lab1/dataset\1\0191.txt","lab1\dataset\1\0191.txt","1"
"D:/PPLabs/lab1/dataset\1\0192.txt","lab1\dataset\1\0192.txt","1"
"D:/PPLabs/lab1/dataset\1\0193.txt","lab1\dataset\1\0193.txt","1"
"D:/PPLabs/lab1/dataset\1\0194.txt","lab1\dataset\1\0194.txt","1"
"D:/PPLabs/lab1/dataset\1\0195.txt","lab1\dataset\1\0195.txt","1"
"D:/PPLabs/lab1/dataset\1\0196.txt","lab1\dataset\1\0196.txt","1"
"D:/PPLabs/lab1/dataset\1\0197.txt","lab1\dataset\1\0197.txt","1"
"D:/PPLabs/lab1/dataset\1\0198.txt","lab1\dataset\1\0198.txt","1"
"D:/PPLabs/lab1/dataset\1\0199.txt","lab1\dataset\1\0199.txt","1"
"D:/PPLabs/lab1/dataset\1\0200.txt","lab1\dataset\1\0200.txt","1"
"D:/PPLabs/lab1/dataset\1\0201.txt","lab1\dataset\1\0201.txt","1"
"D:/PPLabs/lab1/dataset\1\0202.txt","lab1\dataset\1\0202.txt","1"
"D:/PPLabs/lab1/dataset\1\0203.txt","lab1\dataset\1\0203.txt","1"
"D:/PPLabs/lab1/dataset\1\0204.txt","lab1\dataset\1\0204.txt","1"
"D:/PPLabs/lab1/dataset\1\0205.txt","lab1\dataset\1\0205.txt","1"
"D:/PPLabs/lab1/dataset\1\0206.txt","lab1\dataset\1\0206.txt","1"
"D:/PPLabs/lab1/dataset\1\0207.txt","lab1\dataset\1\0207.txt","1"
"D:/PPLabs/lab1/dataset\1\0208.txt","lab1\dataset\1\0208.txt","1"
"D:/PPLabs/lab1/dataset\1\0209.txt","lab1\dataset\1\0209.txt","1"
"D:/PPLabs/lab1/dataset\1\0210.txt","lab1\dataset\1\0210.txt","1"
"D:/PPLabs/lab1/dataset\1\0211.txt","lab1\dataset\1\0211.txt","1"
"D:/PPLabs/lab1/dataset\1\0212.txt","lab1\dataset\1\0212.txt","1"
"D:/PPLabs/lab1/dataset\1\0213.txt","lab1\dataset\1\0213.txt","1"
"D:/PPLabs/lab1/dataset\1\0214.txt","lab1\dataset\1\0214.txt","1"
"D:/PPLabs/lab1/dataset\1\0215.txt","lab1\dataset\1\0215.txt","1"
"D:/PPLabs/lab1/dataset\1\0216.txt","lab1\dataset\1\0216.txt","1"
"D:/PPLabs/lab1/dataset\1\0217.txt","lab1\dataset\1\0217.txt","1"
"D:/PPLabs/lab1/dataset\1\0218.txt","lab1\dataset\1\0218.txt","1"
"D:/PPLabs/lab1/dataset\1\0219.txt","lab1\dataset\1\0219.txt","1"
"D:/PPLabs/lab1/dataset\1\0220.txt","lab1\dataset\1\0220.txt","1"
"D:/PPLabs/lab1/dataset\1\0221.txt","lab1\dataset\1\0221.txt","1"
"D:/PPLabs/lab1/dataset\1\0222.txt","lab1\dataset\1\0222.txt","1"
"D:/PPLabs/lab1/dataset\1\0223.txt","lab1\dataset\1\0223.txt","1"
"D:/PPLabs/lab1/dataset\1\0224.txt","lab1\dataset\1\0224.txt","1"
"D:/PPLabs/lab1/dataset\1\0225.txt","lab1\dataset\1\0225.txt","1"
"D:/PPLabs/lab1/dataset\1\0226.txt","lab1\dataset\1\0226.txt","1"
"D:/PPLabs/lab1/dataset\1\0227.txt","lab1\dataset\1\0227.txt","1"
"D:/PPLabs/lab1/dataset\1\0228.txt","lab1\dataset\1\0228.txt","1"
"D:/PPLabs/lab1/dataset\1\0229.txt","lab1\dataset\1\0229.txt","1"
"D:/PPLabs/lab1/dataset\1\0230.txt","lab1\dataset\1\0230.txt","1"
"D:/PPLabs/lab1/dataset\1\0231.txt","lab1\dataset\1\0231.txt","1"
"D:/PPLabs/lab1/dataset\1\0232.txt","lab1\dataset\1\0232.txt","1"
"D:/PPLabs/lab1/dataset\1\0233.txt","lab1\dataset\1\0233.txt","1"
"D:/PPLabs/lab1/dataset\1\0234.txt","lab1\dataset\1\0234.txt","1"
"D:/PPLabs/lab1/dataset\1\0235.txt","lab1\dataset\1\0235.txt","1"
"D:/PPLabs/lab1/dataset\1\0236.txt","lab1\dataset\1\0236.txt","1"
"D:/PPLabs/lab1/dataset\1\0237.txt","lab1\dataset\1\0237.txt","1"
"D:/PPLabs/lab1/dataset\1\0238.txt","lab1\dataset\1\0238.txt","1"
"D:/PPLabs/lab1/dataset\1\0239.txt","lab1\dataset\1\0239.txt","1"
"D:/PPLabs/lab1/dataset\1\0240.txt","lab1\dataset\1\0240.txt","1"
"D:/PPLabs/lab1/dataset\1\0241.txt","lab1\dataset\1\0241.txt","1"
"D:/PPLabs/lab1/dataset\1\0242.txt","lab1\dataset\1\0242.txt","1"
"D:/PPLabs/lab1/dataset\1\0243.txt","lab1\dataset\1\0243.txt","1"
"D:/PPLabs/lab1/dataset\1\0244.txt","lab1\dataset\1\0244.txt","1"
"D:/PPLabs/lab1/dataset\1\0245.txt","lab1\dataset\1\0245.txt","1"
"D:/PPLabs/lab1/dataset\1\0246.txt","lab1\dataset\1\0246.txt","1"
"D:/PPLabs/lab1/dataset\1\0247.txt","lab1\dataset\1\0247.txt","1"
"D:/PPLabs/lab1/dataset\1\0248.txt","lab1\dataset\1\0248.txt","1"
"D:/PPLabs/lab1/dataset\1\0249.txt","lab1\dataset\1\0249.txt","1"
"D:/PPLabs/lab1/dataset\1\0250.txt","lab1\dataset\1\0250.txt","1"
"D:/PPLabs/lab1/dataset\1\0251.txt","lab1\dataset\1\0251.txt","1"
"D:/PPLabs/lab1/dataset\1\0252.txt","lab1\dataset\1\0252.txt","1"
"D:/PPLabs/lab1/dataset\1\0253.txt","lab1\dataset\1\0253.txt","1"
"D:/PPLabs/lab1/dataset\1\0254.txt","lab1\dataset\1\0254.txt","1"
"D:/PPLabs/lab1/dataset\1\0255.txt","lab1\dataset\1\0255.txt","1"
"D:/PPLabs/lab1/dataset\1\0256.txt","lab1\dataset\1\0256.txt","1"
"D:/PPLabs/lab1/dataset\1\0257.txt","lab1\dataset\1\0257.txt","1"
"D:/PPLabs/lab1/dataset\1\0258.txt","lab1\dataset\1\0258.txt","1"
"D:/PPLabs/lab1/dataset\1\0259.txt","lab1\dataset\1\0259.txt","1"
"D:/PPLabs/lab1/dataset\1\0260.txt","lab1\dataset\1\0260.txt","1"
"D:/PPLabs/lab1/dataset\1\0261.txt","lab1\dataset\1\0261.txt","1"
"D:/PPLabs/lab1/dataset\1\0262.txt","lab1\dataset\1\0262.txt","1"
"D:/PPLabs/lab1/dataset\1\0263.txt","lab1\dataset\1\0263.txt","1"
"D:/PPLabs/lab1/dataset\1\0264.txt","lab1\dataset\1\0264.txt","1"
"D:/PPLabs/lab1/dataset\1\0265.txt","lab1\dataset\1\0265.txt","1"
"D:/PPLabs/lab1/dataset\1\0266.txt","lab1\dataset\1\0266.txt","1"
"D:/PPLabs/lab1/dataset\1\0267.txt","lab1\dataset\1\0267.txt","1"
"D:/PPLabs/lab1/dataset\1\0268.txt","lab1\dataset\1\0268.txt","1"
"D:/PPLabs/lab1/dataset\1\0269.txt","lab1\dataset\1\0269.txt","1"
"D:/PPLabs/lab1/dataset\1\0270.txt","lab1\dataset\1\0270.txt","1"
"D:/PPLabs/lab1/dataset\1\0271.txt","lab1\dataset\1\0271.txt","1"
"D:/PPLabs/lab1/dataset\1\0272.txt","lab1\dataset\1\0272.txt","1"
"D:/PPLabs/lab1/dataset\1\0273.txt","lab1\dataset\1\0273.txt","1"
"D:/PPLabs/lab1/dataset\1\0274.txt","lab1\dataset\1\0274.txt","1"
"D:/PPLabs/lab1/dataset\1\0275.txt","lab1\dataset\1\0275.txt","1"
"D:/PPLabs/lab1/dataset\1\0276.txt","lab1\dataset\1\0276.txt","1"
"D:/PPLabs/lab1/dataset\1\0277.txt","lab1\dataset\1\0277.txt","1"
"D:/PPLabs/lab1/dataset\1\0278.txt","lab1\dataset\1\0278.txt","1"
"D:/PPLabs/lab1/dataset\1\0279.txt","lab1\dataset\1\0279.txt","1"
"D:/PPLabs/lab1/dataset\1\0280.txt","lab1\dataset\1\0280.txt","1"
"D:/PPLabs/lab1/dataset\1\0281.txt","lab1\dataset\1\0281.txt","1"
"D:/PPLabs/lab1/dataset\1\0282.txt","lab1\dataset\1\0282.txt","1"
"D:/PPLabs/lab1/dataset\1\0283.txt","lab1\dataset\1\0283.txt","1"
"D:/PPLabs/lab1/dataset\1\0284.txt","lab1\dataset\1\0284.txt","1"
"D:/PPLabs/lab1/dataset\1\0285.txt","lab1\dataset\1\0285.txt","1"
"D:/PPLabs/lab1/dataset\1\0286.txt","lab1\dataset\1\0286.txt","1"
"D:/PPLabs/lab1/dataset\1\0287.txt","lab1\dataset\1\0287.txt","1"
"D:/PPLabs/lab1/dataset\1\0288.txt","lab1\dataset\1\0288.txt","1"
"D:/PPLabs/lab1/dataset\1\0289.txt","lab1\dataset\1\0289.txt","1"
"D:/PPLabs/lab1/dataset\1\0290.txt","lab1\dataset\1\0290.txt","1"
"D:/PPLabs/lab1/dataset\1\0291.txt","lab1\dataset\1\0291.txt","1"
"D:/PPLabs/lab1/dataset\1\0292.txt","lab1\dataset\1\0292.txt","1"
"D:/PPLabs/lab1/dataset\1\0293.txt","lab1\dataset\1\0293.txt","1"
"D:/PPLabs/lab1/dataset\1\0294.txt","lab1\dataset\1\0294.txt","1"
"D:/PPLabs/lab1/dataset\1\0295.txt","lab1\dataset\1\0295.txt","1"
"D:/PPLabs/lab1/dataset\1\0296.txt","lab1\dataset\1\0296.txt","1"
"D:/PPLabs/lab1/dataset\1\0297.txt","lab1\dataset\1\0297.txt","1"
"D:/PPLabs/lab1/dataset\1\0298.txt","lab1\dataset\1\0298.txt","1"
"D:/PPLabs/lab1/dataset\1\0299.txt","lab1\dataset\1\0299.txt","1"
"D:/PPLabs/lab1/dataset\1\0300.txt","lab1\dataset\1\0300.txt","1"
"D:/PPLabs/lab1/dataset\1\0301.txt","lab1\dataset\1\0301.txt","1"
"D:/PPLabs/lab1/dataset\1\0302.txt","lab1\dataset\1\0302.txt","1"
"D:/PPLabs/lab1/dataset\1\0303.txt","lab1\dataset\1\0303.txt","1"
"D:/PPLabs/lab1/dataset\1\0304.txt","lab1\dataset\1\0304.txt","1"
"D:/PPLabs/lab1/dataset\1\0305.txt","lab1\dataset\1\0305.txt","1"
"D:/PPLabs/lab1/dataset\1\0306.txt","lab1\dataset\1\0306.txt","1"
"D:/PPLabs/lab1/dataset\1\0307.txt","lab1\dataset\1\0307.txt","1"
"D:/PPLabs/lab1/dataset\1\0308.txt","lab1\dataset\1\0308.txt","1"
"D:/PPLabs/lab1/dataset\1\0309.txt","lab1\dataset\1\0309.txt","1"
"D:/PPLabs/lab1/dataset\1\0310.txt","lab1\dataset\1\0310.txt","1"
