"Absolute Path","Relative Path","Label"
"D:/PPLabs/lab2/copy_dataset\1_0134.txt","lab2\copy_dataset\1_0134.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0135.txt","lab2\copy_dataset\1_0135.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0136.txt","lab2\copy_dataset\1_0136.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0137.txt","lab2\copy_dataset\1_0137.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0138.txt","lab2\copy_dataset\1_0138.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0139.txt","lab2\copy_dataset\1_0139.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0140.txt","lab2\copy_dataset\1_0140.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0141.txt","lab2\copy_dataset\1_0141.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0142.txt","lab2\copy_dataset\1_0142.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0143.txt","lab2\copy_dataset\1_0143.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0144.txt","lab2\copy_dataset\1_0144.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0145.txt","lab2\copy_dataset\1_0145.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0146.txt","lab2\copy_dataset\1_0146.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0147.txt","lab2\copy_dataset\1_0147.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0148.txt","lab2\copy_dataset\1_0148.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0149.txt","lab2\copy_dataset\1_0149.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0150.txt","lab2\copy_dataset\1_0150.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0151.txt","lab2\copy_dataset\1_0151.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0152.txt","lab2\copy_dataset\1_0152.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0153.txt","lab2\copy_dataset\1_0153.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0154.txt","lab2\copy_dataset\1_0154.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0155.txt","lab2\copy_dataset\1_0155.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0156.txt","lab2\copy_dataset\1_0156.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0157.txt","lab2\copy_dataset\1_0157.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0158.txt","lab2\copy_dataset\1_0158.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0159.txt","lab2\copy_dataset\1_0159.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0160.txt","lab2\copy_dataset\1_0160.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0161.txt","lab2\copy_dataset\1_0161.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0162.txt","lab2\copy_dataset\1_0162.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0163.txt","lab2\copy_dataset\1_0163.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0164.txt","lab2\copy_dataset\1_0164.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0165.txt","lab2\copy_dataset\1_0165.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0166.txt","lab2\copy_dataset\1_0166.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0167.txt","lab2\copy_dataset\1_0167.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0168.txt","lab2\copy_dataset\1_0168.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0169.txt","lab2\copy_dataset\1_0169.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0170.txt","lab2\copy_dataset\1_0170.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0171.txt","lab2\copy_dataset\1_0171.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0172.txt","lab2\copy_dataset\1_0172.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0173.txt","lab2\copy_dataset\1_0173.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0174.txt","lab2\copy_dataset\1_0174.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0175.txt","lab2\copy_dataset\1_0175.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0176.txt","lab2\copy_dataset\1_0176.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0177.txt","lab2\copy_dataset\1_0177.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0178.txt","lab2\copy_dataset\1_0178.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0179.txt","lab2\copy_dataset\1_0179.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0180.txt","lab2\copy_dataset\1_0180.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0181.txt","lab2\copy_dataset\1_0181.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0182.txt","lab2\copy_dataset\1_0182.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0183.txt","lab2\copy_dataset\1_0183.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0184.txt","lab2\copy_dataset\1_0184.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0185.txt","lab2\copy_dataset\1_0185.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0186.txt","lab2\copy_dataset\1_0186.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0187.txt","lab2\copy_dataset\1_0187.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0188.txt","lab2\copy_dataset\1_0188.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0189.txt","lab2\copy_dataset\1_0189.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0190.txt","lab2\copy_dataset\1_0190.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0191.txt","lab2\copy_dataset\1_0191.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0192.txt","lab2\copy_dataset\1_0192.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0193.txt","lab2\copy_dataset\1_0193.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0194.txt","lab2\copy_dataset\1_0194.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0195.txt","lab2\copy_dataset\1_0195.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0196.txt","lab2\copy_dataset\1_0196.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0197.txt","lab2\copy_dataset\1_0197.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0198.txt","lab2\copy_dataset\1_0198.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0199.txt","lab2\copy_dataset\1_0199.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0200.txt","lab2\copy_dataset\1_0200.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0201.txt","lab2\copy_dataset\1_0201.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0202.txt","lab2\copy_dataset\1_0202.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0203.txt","lab2\copy_dataset\1_0203.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0204.txt","lab2\copy_dataset\1_0204.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0205.txt","lab2\copy_dataset\1_0205.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0206.txt","lab2\copy_dataset\1_0206.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0207.txt","lab2\copy_dataset\1_0207.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0208.txt","lab2\copy_dataset\1_0208.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0209.txt","lab2\copy_dataset\1_0209.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0210.txt","lab2\copy_dataset\1_0210.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0211.txt","lab2\copy_dataset\1_0211.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0212.txt","lab2\copy_dataset\1_0212.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0213.txt","lab2\copy_dataset\1_0213.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0214.txt","lab2\copy_dataset\1_0214.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0215.txt","lab2\copy_dataset\1_0215.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0216.txt","lab2\copy_dataset\1_0216.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0217.txt","lab2\copy_dataset\1_0217.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0218.txt","lab2\copy_dataset\1_0218.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0219.txt","lab2\copy_dataset\1_0219.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0220.txt","lab2\copy_dataset\1_0220.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0221.txt","lab2\copy_dataset\1_0221.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0222.txt","lab2\copy_dataset\1_0222.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0223.txt","lab2\copy_dataset\1_0223.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0224.txt","lab2\copy_dataset\1_0224.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0225.txt","lab2\copy_dataset\1_0225.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0226.txt","lab2\copy_dataset\1_0226.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0227.txt","lab2\copy_dataset\1_0227.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0228.txt","lab2\copy_dataset\1_0228.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0229.txt","lab2\copy_dataset\1_0229.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0230.txt","lab2\copy_dataset\1_0230.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0231.txt","lab2\copy_dataset\1_0231.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0232.txt","lab2\copy_dataset\1_0232.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0233.txt","lab2\copy_dataset\1_0233.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0234.txt","lab2\copy_dataset\1_0234.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0235.txt","lab2\copy_dataset\1_0235.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0236.txt","lab2\copy_dataset\1_0236.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0237.txt","lab2\copy_dataset\1_0237.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0238.txt","lab2\copy_dataset\1_0238.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0239.txt","lab2\copy_dataset\1_0239.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0240.txt","lab2\copy_dataset\1_0240.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0241.txt","lab2\copy_dataset\1_0241.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0242.txt","lab2\copy_dataset\1_0242.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0243.txt","lab2\copy_dataset\1_0243.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0244.txt","lab2\copy_dataset\1_0244.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0245.txt","lab2\copy_dataset\1_0245.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0246.txt","lab2\copy_dataset\1_0246.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0247.txt","lab2\copy_dataset\1_0247.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0248.txt","lab2\copy_dataset\1_0248.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0249.txt","lab2\copy_dataset\1_0249.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0250.txt","lab2\copy_dataset\1_0250.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0251.txt","lab2\copy_dataset\1_0251.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0252.txt","lab2\copy_dataset\1_0252.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0253.txt","lab2\copy_dataset\1_0253.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0254.txt","lab2\copy_dataset\1_0254.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0255.txt","lab2\copy_dataset\1_0255.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0256.txt","lab2\copy_dataset\1_0256.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0257.txt","lab2\copy_dataset\1_0257.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0258.txt","lab2\copy_dataset\1_0258.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0259.txt","lab2\copy_dataset\1_0259.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0260.txt","lab2\copy_dataset\1_0260.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0261.txt","lab2\copy_dataset\1_0261.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0262.txt","lab2\copy_dataset\1_0262.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0263.txt","lab2\copy_dataset\1_0263.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0264.txt","lab2\copy_dataset\1_0264.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0265.txt","lab2\copy_dataset\1_0265.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0266.txt","lab2\copy_dataset\1_0266.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0267.txt","lab2\copy_dataset\1_0267.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0268.txt","lab2\copy_dataset\1_0268.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0269.txt","lab2\copy_dataset\1_0269.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0270.txt","lab2\copy_dataset\1_0270.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0271.txt","lab2\copy_dataset\1_0271.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0272.txt","lab2\copy_dataset\1_0272.txt","1"
"D:/PPLabs/lab2/copy_dataset\1_0273.txt","lab2\copy_dataset\1_0273.txt","1"
